chr2L	404257	404317	RpI135	PI
chr2L	412907	412967	AP-2alpha	PI
chr2L	415019	415079	ebi	1.92737e-07
chr2L	419639	419699	CG13690	PI
chr2L	419906	419966	RpLP1	2.55233e-06
chr2L	421425	421485	CG11885	9.68454e-08
chr2L	421812	421872	CG13692	PI
chr2L	422859	422919	BBS8	2.25416e-06
chr2L	431177	431237	ex	1.90828e-07
chr2L	452936	452996	crq	4.69915e-07
chr2L	453084	453144	CG4164	PI
chr2L	455493	455553	CG4133	2.45883e-06
chr2L	472230	472290	CG4297	3.80703e-07
chr2L	472973	473033	MED15	4.36234e-06
chr2L	479670	479730	CG4427	PI
chr2L	523686	523746	ush	8.57774e-07
chr2L	542559	542619	lwr	3.45686e-06
chr2L	544617	544677	CG11840	1.41881e-06
chr2L	545081	545141	nAChRbeta3	3.38197e-06
chr2L	552468	552528	Ets21C	4.1968e-06
chr2L	559627	559687	CG2789	2.88151e-07
chr2L	560328	560388	rempA	PI
chr2L	563857	563917	CG11835	2.24701e-06
chr2L	564143	564203	CG2794	8.94178e-06
chr2L	568074	568134	Nle	PI
chr2L	568297	568357	CG2807	1.29955e-05
chr2L	574236	574296	Ipk2	4.51978e-06
chr2L	574480	574540	cold	4.14051e-06
chr2L	576878	576938	Ptth	6.47386e-07
chr2L	577439	577499	Pph13	5.68669e-07
chr2L	594676	594736	Gsc	PI
chr2L	602759	602819	CG13689	2.82712e-06
chr2L	621224	621284	lectin-21Cb	1.55936e-05
chr2L	624553	624613	lectin-21Ca	6.01064e-06
chr2L	625592	625652	CG2839	2.82426e-06
chr2L	714971	715031	ds	1.95313e-06
chr2L	728360	728420	Hsp60B	2.99792e-06
chr2L	741780	741840	Eaat2	3.45161e-06
chr2L	744383	744443	CG3159	1.91782e-07
chr2L	750556	750616	GABA-B-R3	2.34719e-06
chr2L	773497	773557	CG12506	2.8338e-07
chr2L	779123	779183	CG13947	1.29721e-05
chr2L	781228	781288	Gr21a	3.84042e-07
chr2L	784276	784336	CG3544	7.08357e-06
chr2L	790786	790846	Pkg21D	2.90059e-07
chr2L	810518	810578	Nnf1b	3.22071e-06
chr2L	811568	811628	Dbp21E2	2.89105e-07
chr2L	815929	815989	Saf6	2.913e-06
chr2L	815963	816023	Pex12	7.38891e-06
chr2L	817988	818048	CG15880	5.63898e-07
chr2L	819481	819541	CG3876	1.75037e-06
chr2L	819928	819988	Clp	PI
chr2L	821397	821457	CG3662	PI
chr2L	825921	825981	CG3727	2.47266e-06
chr2L	842985	843045	drongo	1.47745e-05
chr2L	852693	852753	CG4291	7.9266e-06
chr2L	852800	852860	KRAK	9.7571e-06
chr2L	855422	855482	CG13949	8.71467e-06
chr2L	860245	860305	CG13950	7.51864e-07
chr2L	867974	868034	aru	6.65991e-07
chr2L	868341	868401	CG4276	PI
chr2L	869831	869891	dbe	PI
chr2L	870417	870477	CG4124	4.44249e-06
chr2L	871047	871107	PNUTS	9.68454e-08
chr2L	877272	877332	ninaA	2.22268e-06
chr2L	885105	885165	CG15824	6.51202e-07
chr2L	898595	898655	LP1B	1.93691e-07
chr2L	901643	901703	U1	3.08808e-06
chr2L	914040	914100	GluRIIC	PI
chr2L	922745	922805	CG4341	PI
chr2L	1026901	1026961	CG4375	5.12233e-06
chr2L	1037207	1037267	CG4415	7.99812e-06
chr2L	1048056	1048116	IA-2	4.72778e-07
chr2L	1077800	1077860	S	7.75862e-06
chr2L	1077899	1077959	ast	8.31107e-06
chr2L	1080866	1080926	CG4428	5.68817e-06
chr2L	1102491	1102551	CG4629	PI
chr2L	1108307	1108367	mtRNApol	2.67637e-06
chr2L	1112923	1112983	CG14340	3.03752e-06
chr2L	1119016	1119076	CG4710	2.86243e-07
chr2L	1128928	1128988	Pino	2.58573e-06
chr2L	1129270	1129330	CG4552	4.40432e-06
chr2L	1134108	1134168	Iris	2.7174e-06
chr2L	1134651	1134711	CG4577	1.91783e-07
chr2L	1143153	1143213	MFS3	PI
chr2L	1147774	1147834	CG4749	7.36598e-07
chr2L	1150658	1150718	Tfb4	4.60804e-06
chr2L	1150727	1150787	Vps29	1.11625e-05
chr2L	1156284	1156344	capt	1.96792e-06
chr2L	1158612	1158672	Tango14	9.73224e-08
chr2L	1163870	1163930	CG5080	1.93691e-07
chr2L	1164425	1164485	IntS14	3.7889e-06
chr2L	1166482	1166542	CG14341	8.33255e-06
chr2L	1170159	1170219	CG31922	1.94645e-07
chr2L	1170427	1170487	Plap	PI
chr2L	1172755	1172815	CG5118	4.22685e-06
chr2L	1172998	1173058	CG4887	3.69444e-06
chr2L	1177647	1177707	CG4896	PI
chr2L	1183943	1184003	CG5074	4.32945e-06
chr2L	1184025	1184085	Tgt	4.79743e-06
chr2L	1186207	1186267	CG5001	3.76701e-06
chr2L	1199213	1199273	CG5139	6.66947e-06
chr2L	1199372	1199432	CG43348	1.18772e-05
chr2L	1200161	1200221	CG43349	1.7105e-05
chr2L	1200781	1200841	CG5011	7.59594e-06
chr2L	1204170	1204230	CG14342	2.9149e-07
chr2L	1219249	1219309	CG42329	1.93691e-07
chr2L	1239988	1240048	CG5397	3.26985e-06
chr2L	1256353	1256413	robo3	6.63129e-07
chr2L	1329111	1329171	a5	9.73224e-08
chr2L	1334113	1334173	CG5440	8.76382e-06
chr2L	1342121	1342181	CG33923	1.47701e-06
chr2L	1344415	1344475	Cdlc2	3.57804e-06
chr2L	1352869	1352929	CG5556	7.31972e-06
chr2L	1354081	1354141	CG5561	6.67899e-07
chr2L	1354930	1354990	CG31924	7.03777e-06
chr2L	1355893	1355953	CG5565	5.82026e-07
chr2L	1359795	1359855	CG31659	1.5772e-06
chr2L	1361717	1361777	NLaz	4.54029e-06
chr2L	1368049	1368109	CG14346	9.13498e-06
chr2L	1420438	1420498	lea	3.39913e-06
chr2L	1428434	1428494	CG43401	6.7544e-06
chr2L	1442676	1442736	CG43402	8.71707e-06
chr2L	1492245	1492305	CG31928	PI
chr2L	1494021	1494081	CG33128	1.12875e-06
chr2L	1495676	1495736	CG31926	2.13728e-06
chr2L	1497193	1497253	CG31661	6.49771e-07
chr2L	1500424	1500484	CG18131	4.22637e-06
chr2L	1502806	1502866	CG7420	PI
chr2L	1517480	1517540	CG18132	PI
chr2L	1518134	1518194	halo	8.65742e-06
chr2L	1555080	1555140	haf	4.67721e-06
chr2L	1587154	1587214	CG10869	8.3626e-06
chr2L	1611126	1611186	CG31935	1.19316e-05
chr2L	1611379	1611439	CG14352	1.00247e-05
chr2L	1614138	1614198	CG7361	4.54983e-06
chr2L	1667761	1667821	chinmo	PI
chr2L	1704854	1704914	CAPB	1.54978e-05
chr2L	1705020	1705080	cpb	8.19803e-06
chr2L	1710405	1710465	CG17660	8.17704e-06
chr2L	1710438	1710498	mRpL48	2.25607e-06
chr2L	1715833	1715893	frtz	2.99124e-06
chr2L	1724363	1724423	Rim2	2.16543e-06
chr2L	1728704	1728764	Rrp40	1.29039e-05
chr2L	1729590	1729650	Eno	9.68454e-08
chr2L	1729867	1729927	CG31937	9.73224e-08
chr2L	1732313	1732373	CG17652	4.72778e-06
chr2L	1737419	1737479	CG17646	6.70762e-07
chr2L	1752105	1752165	CG17712	7.02776e-06
chr2L	1752281	1752341	CG17648	3.46974e-06
chr2L	1756460	1756520	Gr22f	5.69623e-07
chr2L	1759083	1759143	CG17650	9.68454e-08
chr2L	1823305	1823365	CG31933	2.9359e-06
chr2L	1826509	1826569	CG31664	1.64858e-05
chr2L	1832518	1832578	c-cup	5.20676e-06
chr2L	1836490	1836550	wry	9.01664e-07
chr2L	1869803	1869863	CG7295	2.48459e-06
chr2L	1881517	1881577	CG31663	PI
chr2L	1883195	1883255	CG15358	6.77108e-06
chr2L	1927703	1927763	CG7337	9.42692e-07
chr2L	1945696	1945756	CG15357	5.75873e-06
chr2L	1946736	1946796	CG33673	5.54741e-06
chr2L	1970316	1970376	erm	PI
chr2L	1974076	1974136	Der-1	1.25232e-05
chr2L	1980758	1980818	CG15356	PI
chr2L	1981106	1981166	CG15362	6.85743e-06
chr2L	1982173	1982233	CG7289	1.48989e-06
chr2L	1986953	1987013	Got2	1.05829e-05
chr2L	1987737	1987797	CG4233	1.21987e-06
chr2L	1988242	1988302	Npc2a	1.05533e-05
chr2L	1992162	1992222	Obp22a	PI
chr2L	2006297	2006357	CG33543	9.73224e-08
chr2L	2007182	2007242	CG15353	8.58251e-07
chr2L	2008410	2008470	Nplp4	8.54198e-06
chr2L	2023950	2024010	CG4238	1.2474e-05
chr2L	2036031	2036091	CG42296	PI
chr2L	2037268	2037328	lectin-22C	4.77548e-07
chr2L	2039753	2039813	Su(dx)	2.59527e-06
chr2L	2045453	2045513	Kebab	5.03884e-06
chr2L	2079931	2079991	CG12674	PI
chr2L	2109880	2109940	dpr3	3.80512e-06
chr2L	2129222	2129282	CG4259	PI
chr2L	2130767	2130827	GlyP	1.29763e-06
chr2L	2145161	2145221	tho2	PI
chr2L	2147269	2147329	CG11723	PI
chr2L	2147518	2147578	CG7261	2.92541e-06
chr2L	2151711	2151771	AIF	2.89105e-07
chr2L	2155707	2155767	CG15382	6.51729e-06
chr2L	2178738	2178798	aop	PI
chr2L	2192362	2192422	CG10874	1.73097e-05
chr2L	2193022	2193082	CG34172	PI
chr2L	2206218	2206278	CG31668	9.63683e-08
chr2L	2212594	2212654	CG15385	1.13066e-06
chr2L	2214024	2214084	Uch	3.48262e-06
chr2L	2214223	2214283	CG34174	9.73224e-08
chr2L	2216293	2216353	CG10880	3.69587e-06
chr2L	2217215	2217275	CG15386	3.83995e-06
chr2L	2217240	2217300	mio	3.83995e-06
chr2L	2223130	2223190	papi	PI
chr2L	2226283	2226343	CG15387	7.44231e-07
chr2L	2226473	2226533	sau	7.48047e-07
chr2L	2236828	2236888	CG10882	PI
chr2L	2238250	2238310	Tengl3	1.09106e-06
chr2L	2239398	2239458	Tengl2	8.54773e-06
chr2L	2240586	2240646	Tengl1	PI
chr2L	2242329	2242389	CG4267	4.80698e-06
chr2L	2251284	2251344	Ser12	1.00004e-05
chr2L	2252344	2252404	CG17239	3.3395e-06
chr2L	2252995	2253055	CG17234	2.38297e-06
chr2L	2255066	2255126	Send1	2.20407e-06
chr2L	2263440	2263500	CG4270	4.65336e-06
chr2L	2265376	2265436	CG34049	5.10324e-06
chr2L	2269130	2269190	CG17242	1.65545e-05
chr2L	2285123	2285183	CG4271	3.13913e-06
chr2L	2286864	2286924	CG31681	6.12943e-06
chr2L	2287893	2287953	CG42658	2.51894e-06
chr2L	2289382	2289442	CG17237	3.16776e-06
chr2L	2290694	2290754	robl22E	8.41698e-06
chr2L	2300046	2300106	CG31949	2.65681e-06
chr2L	2307892	2307952	CG16995	PI
chr2L	2311631	2311691	eys	3.32709e-06
chr2L	2357338	2357398	CG9967	1.48083e-05
chr2L	2364897	2364957	CG3664	1.63302e-06
chr2L	2365243	2365303	Rab5	3.95778e-06
chr2L	2365568	2365628	Axud1	PI
chr2L	2371513	2371573	CG3597	1.14115e-06
chr2L	2374517	2374577	CG3609	5.61035e-07
chr2L	2374668	2374728	CG15390	8.7161e-06
chr2L	2376371	2376431	Atxn7	4.33135e-06
chr2L	2381074	2381134	Eogt	3.40247e-06
chr2L	2383145	2383205	CG9870	1.37039e-05
chr2L	2385770	2385830	CG3557	PI
chr2L	2390701	2390761	CG43750	2.20869e-05
chr2L	2400707	2400767	VGlut	9.73224e-08
chr2L	2415311	2415371	CG18641	5.53642e-06
chr2L	2416666	2416726	CG31948	3.19734e-06
chr2L	2417975	2418035	CG34448	1.17813e-05
chr2L	2420026	2420086	CG34447	9.50184e-06
chr2L	2420784	2420844	CG9886	4.55842e-06
chr2L	2424758	2424818	CG44139	2.36836e-05
chr2L	2454689	2454749	dpp	1.92737e-07
chr2L	2492646	2492706	Slh	1.93691e-07
chr2L	2492905	2492965	oaf	9.73224e-08
chr2L	2518061	2518121	CG3528	7.68562e-07
chr2L	2552824	2552884	CG3515	1.93691e-07
chr2L	2564816	2564876	Cyp309a1	5.90186e-06
chr2L	2572955	2573015	Cyp309a2	9.73224e-08
chr2L	2575057	2575117	Rad1	8.39599e-06
chr2L	2576956	2577016	insv	3.57517e-06
chr2L	2577645	2577705	Elba2	1.96267e-06
chr2L	2580027	2580087	CG3214	7.63269e-06
chr2L	2580272	2580332	Arpc5	3.98069e-06
chr2L	2585417	2585477	Drp1	1.1882e-05
chr2L	2592067	2592127	CG15394	2.2299e-05
chr2L	2610037	2610097	CG15395	1.18027e-06
chr2L	2647730	2647790	CG9962	7.48524e-07
chr2L	2647836	2647896	CG43851	4.12095e-06
chr2L	2652371	2652431	CG33125	9.73224e-08
chr2L	2653035	2653095	Prosbeta4R1	7.46139e-07
chr2L	2655319	2655379	Prosbeta4R2	5.30408e-06
chr2L	2665030	2665090	CG9879	1.63158e-06
chr2L	2670961	2671021	Gr23a	4.21064e-06
chr2L	2677684	2677744	CG31690	3.26651e-06
chr2L	2696426	2696486	CG15398	7.07451e-06
chr2L	2735764	2735824	CG31689	PI
chr2L	2740934	2740994	Hrs	PI
chr2L	2744943	2745003	CG9961	9.54765e-06
chr2L	2745055	2745115	Cwc25	1.37793e-05
chr2L	2752357	2752417	Bacc	PI
chr2L	2753049	2753109	Pgk	PI
chr2L	2753188	2753248	CG9894	PI
chr2L	2759643	2759703	CG32951	4.92577e-06
chr2L	2759913	2759973	Trn-SR	5.32317e-06
chr2L	2765571	2765631	CG3077	4.76594e-07
chr2L	2766189	2766249	aph-1	7.73286e-06
chr2L	2767790	2767850	Taf10b	5.13424e-06
chr2L	2767863	2767923	Taf10	4.87567e-06
chr2L	2770021	2770081	colt	3.5914e-06
chr2L	2770231	2770291	CG2862	7.39128e-06
chr2L	2771785	2771845	CG15399	4.09327e-06
chr2L	2799960	2800020	Syt1	9.58913e-08
chr2L	2808250	2808310	daw	6.74677e-06
chr2L	2812398	2812458	CG2964	2.31628e-05
chr2L	2815708	2815768	G6P	9.73224e-08
chr2L	2825508	2825568	CG3123	1.9226e-07
chr2L	2830236	2830296	Duox	2.90536e-07
chr2L	2837820	2837880	CG3119	2.47505e-06
chr2L	2838364	2838424	Cpr23B	2.2408e-06
chr2L	2840042	2840102	CG2975	PI
chr2L	2844511	2844571	CG18558	4.72968e-06
chr2L	2845727	2845787	CG18557	6.6456e-07
chr2L	2847215	2847275	CG3117	4.24594e-06
chr2L	2847576	2847636	CG2983	4.75354e-06
chr2L	2855707	2855767	CG3104	1.03906e-06
chr2L	2856067	2856127	CG2986	2.87817e-06
chr2L	2862489	2862549	CG2991	1.23295e-05
chr2L	2869587	2869647	CG8813	2.91967e-07
chr2L	2874475	2874535	CG15401	3.86427e-07
chr2L	2874841	2874901	CG8814	3.86427e-07
chr2L	2878216	2878276	Prx6005	4.8041e-07
chr2L	2878451	2878511	CG31950	2.07004e-05
chr2L	2879086	2879146	betaggt-II	4.81747e-06
chr2L	2885839	2885899	NTPase	7.25148e-07
chr2L	2946486	2946546	lilli	PI
chr2L	2959097	2959157	Rbp9	3.83565e-07
chr2L	2969609	2969669	Ts	1.91782e-07
chr2L	2972428	2972488	Rrp1	5.26687e-07
chr2L	2972846	2972906	gammaTub23C	4.11474e-06
chr2L	2976848	2976908	CG9641	7.42992e-06
chr2L	2977078	2977138	CG3165	9.73224e-08
chr2L	2979258	2979318	CG9643	9.73224e-08
chr2L	2987707	2987767	Chd1	1.2213e-06
chr2L	2988078	2988138	Bem46	3.7202e-06
chr2L	2992736	2992796	okr	8.96039e-06
chr2L	2992944	2993004	CG3558	1.05146e-06
chr2L	2999236	2999296	CG17265	1.48178e-06
chr2L	3018289	3018349	CG17224	9.53188e-07
chr2L	3018484	3018544	CG17264	3.8452e-06
chr2L	3023122	3023182	alpha4GT1	PI
chr2L	3023182	3023242	CG3542	3.82611e-07
chr2L	3029131	3029191	CG3605	2.79802e-06
chr2L	3029207	3029267	CG17219	6.75248e-06
chr2L	3030500	3030560	GABPI	1.03524e-06
chr2L	3035304	3035364	CG17258	7.44234e-06
chr2L	3037211	3037271	CG17259	4.69915e-07
chr2L	3037496	3037556	CG17260	4.1782e-06
chr2L	3039818	3039878	cnir	8.20085e-07
chr2L	3040065	3040125	CG17221	1.18886e-06
chr2L	3042903	3042963	CG17261	PI
chr2L	3043900	3043960	v(2)k05816	9.73224e-08
chr2L	3056963	3057023	CG3523	1.12222e-05
chr2L	3109618	3109678	PpD6	1.85191e-05
chr2L	3128618	3128678	CG15403	3.41297e-06
chr2L	3144814	3144874	toc	1.58626e-06
chr2L	3145693	3145753	CG12400	5.35418e-06
chr2L	3159619	3159679	Mad	1.13753e-05
chr2L	3159909	3159969	gkt	2.32314e-05
chr2L	3163600	3163660	Hydr2	2.8839e-06
chr2L	3171086	3171146	CG44002	1.55907e-06
chr2L	3173833	3173893	CG31698	2.90059e-07
chr2L	3173924	3173984	CG15404	4.28219e-06
chr2L	3199692	3199752	CG34393	2.91872e-06
chr2L	3269719	3269779	CG3347	1.41976e-06
chr2L	3280512	3280572	CG3332	3.13818e-06
chr2L	3294694	3294754	CG9664	3.24266e-06
chr2L	3303118	3303178	CG9663	PI
chr2L	3304033	3304093	CG3277	3.77363e-07
chr2L	3309145	3309205	CG15406	1.09917e-06
chr2L	3319880	3319940	CG3326	6.42044e-06
chr2L	3320180	3320240	CG8837	PI
chr2L	3324197	3324257	CG33281	PI
chr2L	3327840	3327900	CG33282	3.43396e-06
chr2L	3330890	3330950	CG3285	1.8892e-07
chr2L	3332764	3332824	CG15408	1.37301e-06
chr2L	3354818	3354878	E23	9.73224e-08
chr2L	3357595	3357655	CG8838	8.27242e-07
chr2L	3373368	3373428	CG34394	1.77047e-05
chr2L	3375716	3375776	CG15412	8.84444e-06
chr2L	3376716	3376776	CG9662	3.9845e-06
chr2L	3376956	3377016	Ptpa	4.47923e-06
chr2L	3387716	3387776	Sfp23F	7.04023e-06
chr2L	3388445	3388505	CG42460	7.72239e-06
chr2L	3397993	3398053	CG34175	1.19564e-05
chr2L	3410535	3410595	CG8840	3.22978e-06
chr2L	3416630	3416690	CG31952	1.86121e-05
chr2L	3426751	3426811	pgant2	3.23836e-06
chr2L	3445948	3446008	CG2772	1.17216e-06
chr2L	3449657	3449717	Snx1	9.41076e-06
chr2L	3452425	3452485	CG12795	2.05332e-06
chr2L	3457030	3457090	Cog3	2.69641e-06
chr2L	3457289	3457349	Sec5	3.84519e-07
chr2L	3461930	3461990	CG3246	4.57273e-06
chr2L	3466083	3466143	msl-2	1.06354e-05
chr2L	3469982	3470042	CG3238	8.78385e-06
chr2L	3470104	3470164	CG31776	1.13734e-06
chr2L	3472716	3472776	pgant4	3.28559e-06
chr2L	3478384	3478444	Thor	6.31167e-06
chr2L	3491055	3491115	CG15414	PI
chr2L	3508108	3508168	tim	1.50665e-05
chr2L	3510089	3510149	CG31954	5.63898e-07
chr2L	3514632	3514692	CG33123	3.19733e-06
chr2L	3514827	3514887	CG17593	3.24218e-06
chr2L	3519653	3519713	CG3213	3.25458e-06
chr2L	3520211	3520271	CG8851	4.41912e-06
chr2L	3524021	3524081	Sr-CIV	3.16394e-06
chr2L	3525083	3525143	CG8852	9.73224e-08
chr2L	3530339	3530399	Spindly	9.50715e-06
chr2L	3530805	3530865	Che-13	4.54792e-06
chr2L	3539706	3539766	drm	3.85473e-07
chr2L	3580755	3580815	sob	3.38959e-06
chr2L	3606737	3606797	odd	7.56634e-07
chr2L	3619213	3619273	Dot	1.38541e-06
chr2L	3621642	3621702	CG15418	3.79748e-07
chr2L	3632141	3632201	KGP3	PI
chr2L	3656940	3657000	for	7.07594e-06
chr2L	3662670	3662730	CG34340	8.03388e-07
chr2L	3668540	3668600	Sfp24Ba	4.88569e-06
chr2L	3669143	3669203	CG42463	1.09026e-05
chr2L	3669761	3669821	Sfp24Bb	1.97174e-06
chr2L	3670570	3670630	Sfp24Bc	6.4629e-06
chr2L	3692577	3692637	CG16704	2.3491e-06
chr2L	3693186	3693246	CG3513	6.97765e-06
chr2L	3693897	3693957	Acp24A4	1.14908e-05
chr2L	3695107	3695167	CG43165	2.07574e-06
chr2L	3695398	3695458	CG16713	2.34099e-06
chr2L	3696642	3696702	CG16712	7.26676e-06
chr2L	3697794	3697854	CG3604	5.37565e-06
chr2L	3699079	3699139	CG10031	7.85308e-06
chr2L	3699414	3699474	CG42464	3.74024e-07
chr2L	3700139	3700199	CG42465	9.4508e-07
chr2L	3700624	3700684	Sfp24C1	8.20851e-06
chr2L	3701238	3701298	CG42467	9.69412e-07
chr2L	3701746	3701806	CG43145	4.20444e-06
chr2L	3703595	3703655	CG2816	1.09536e-05
chr2L	3705471	3705531	CG31778	7.48524e-07
chr2L	3707049	3707109	CG31777	PI
chr2L	3711677	3711737	cutlet	3.90388e-06
chr2L	3713092	3713152	CG31955	1.68597e-06
chr2L	3713338	3713398	CG2818	3.55609e-06
chr2L	3717764	3717824	lectin-24A	7.5568e-07
chr2L	3718137	3718197	Shaw	2.89105e-07
chr2L	3745434	3745494	CG10019	3.142e-06
chr2L	3765429	3765489	CG43703	9.95411e-06
chr2L	3766258	3766318	CG43707	1.90828e-07
chr2L	3771657	3771717	CG10021	3.79271e-07
chr2L	3778888	3778948	bowl	8.65407e-07
chr2L	3784868	3784928	CG31960	1.76516e-07
chr2L	3785711	3785771	CG31958	5.58973e-06
chr2L	3789936	3789996	CG3921	1.51899e-06
chr2L	3805634	3805694	Reph	PI
chr2L	3813394	3813454	CG3407	6.06883e-06
chr2L	3825627	3825687	slp1	1.94168e-07
chr2L	3836792	3836852	slp2	4.82319e-07
chr2L	3862606	3862666	CG3964	6.80829e-06
chr2L	3870028	3870088	Cep97	6.52015e-06
chr2L	3872421	3872481	CG31957	9.58605e-06
chr2L	3902863	3902923	capu	1.37874e-06
chr2L	3914264	3914324	CG31773	PI
chr2L	3991722	3991782	fred	2.89105e-07
chr2L	3999946	4000006	CG43797	4.49831e-06
chr2L	4004007	4004067	CG34176	2.31905e-06
chr2L	4004934	4004994	CG15422	8.01767e-06
chr2L	4005991	4006051	CG15423	4.15052e-06
chr2L	4007600	4007660	CG43773	3.10526e-06
chr2L	4008619	4008679	CG43774	7.2658e-07
chr2L	4031329	4031389	CG15424	1.32387e-06
chr2L	4120284	4120344	Sr-CIII	6.15519e-06
chr2L	4121653	4121713	Sr-CI	3.55466e-06
chr2L	4149228	4149288	CG2955	1.93325e-05
chr2L	4187775	4187835	CG31961	1.42841e-05
chr2L	4188054	4188114	lectin-24Db	8.36689e-06
chr2L	4198054	4198114	CG3714	7.94803e-06
chr2L	4221785	4221845	ft	5.22107e-06
chr2L	4226956	4227016	CG3702	9.32771e-06
chr2L	4227659	4227719	RL40	3.04229e-06
chr2L	4257514	4257574	CG15425	5.55693e-06
chr2L	4281268	4281328	Art2	3.17348e-06
chr2L	4284200	4284260	tutl	3.70208e-06
chr2L	4324509	4324569	CG16857	1.53712e-06
chr2L	4338664	4338724	Atet	4.0656e-06
chr2L	4352909	4352969	CG15429	1.13925e-06
chr2L	4371940	4372000	Traf4	PI
chr2L	4382708	4382768	CG17612	1.20031e-06
chr2L	4386038	4386098	CG3338	2.54566e-06
chr2L	4387381	4387441	Psf2	4.81364e-07
chr2L	4388450	4388510	CG4104	PI
chr2L	4393840	4393900	CG3652	PI
chr2L	4394185	4394245	l(2)k05819	2.13251e-06
chr2L	4400904	4400964	CG33003	1.16248e-05
chr2L	4403219	4403279	Dim1	1.28204e-05
chr2L	4411092	4411152	CG43055	8.15792e-07
chr2L	4433848	4433908	CG34177	1.49558e-05
chr2L	4434392	4434452	CG34178	1.20222e-06
chr2L	4437737	4437797	CG43056	3.3729e-06
chr2L	4441210	4441270	CG15431	1.92737e-07
chr2L	4442049	4442109	Sfp24F	1.07627e-06
chr2L	4442377	4442437	CG15432	1.27965e-05
chr2L	4444676	4444736	morgue	4.44774e-06
chr2L	4444702	4444762	Elp3	5.04551e-06
chr2L	4448567	4448627	MFS18	4.38525e-06
chr2L	4453008	4453068	CG15439	8.31203e-06
chr2L	4454423	4454483	CG15440	1.07023e-05
chr2L	4454630	4454690	CG15434	2.89582e-07
chr2L	4456791	4456851	Gs1l	2.30998e-06
chr2L	4458298	4458358	RL2A	1.34725e-06
chr2L	4459591	4459651	mRpL27	5.35609e-06
chr2L	4459875	4459935	CG15435	3.03179e-06
chr2L	4463426	4463486	CG15443	1.04823e-05
chr2L	4463580	4463640	CG15436	5.67237e-07
chr2L	4465130	4465190	CG17840	3.5871e-06
chr2L	4473179	4473239	ine	7.09407e-06
chr2L	4477009	4477069	CG15444	7.40414e-07
chr2L	4578186	4578246	HP6	2.95403e-06
chr2L	4614296	4614356	dp	3.93203e-06
chr2L	4641227	4641287	BG642163	3.26746e-06
chr2L	4642919	4642979	CG15635	1.21653e-06
chr2L	4647016	4647076	CG43798	5.12329e-06
chr2L	4651408	4651468	CG3355	8.85733e-06
chr2L	4682666	4682726	CG11929	6.32169e-06
chr2L	4684390	4684450	Bsg25A	3.14676e-06
chr2L	4687463	4687523	Elba3	2.49222e-06
chr2L	4690675	4690735	CG3251	6.57454e-06
chr2L	4694655	4694715	CG34351	4.06656e-06
chr2L	4701474	4701534	Taf12L	5.18195e-06
chr2L	4734477	4734537	CG15631	7.79212e-06
chr2L	4762861	4762921	CG42523	5.91569e-06
chr2L	4794029	4794089	CG15630	2.31236e-06
